1.823942360433377097e+00 -1.146120866951919892e-01 0.000000000000000000e+00
7.502854598957227061e-01 1.064485258017476843e+00 0.000000000000000000e+00
1.577960703558637601e+00 1.125407965407776434e+00 0.000000000000000000e+00
3.932518160242990390e-01 -5.476939453545561776e-01 0.000000000000000000e+00
2.463078900648939751e+00 -8.489925711833897770e-01 0.000000000000000000e+00
1.170321448869729775e+00 9.380680932182686727e-01 0.000000000000000000e+00
4.699957279884281469e-02 -9.112620322611694190e-01 0.000000000000000000e+00
2.305187633206690734e+00 -8.900355750925549314e-01 0.000000000000000000e+00
-4.978586932526452014e-01 1.486326216803203204e+00 0.000000000000000000e+00
1.779857121296532840e+00 7.531232165502561582e-01 0.000000000000000000e+00
1.692705085876557991e+00 6.382811547423842269e-01 0.000000000000000000e+00
1.397014788385702921e+00 -1.934746428789719808e+00 0.000000000000000000e+00
2.258469391430194539e-01 -1.103680222317741544e+00 0.000000000000000000e+00
1.456973891692476375e+00 2.278855518503036248e-01 0.000000000000000000e+00
1.120787546444537375e+00 5.217599614689047982e-01 0.000000000000000000e+00
1.265949711552868617e+00 -1.184039041288654337e+00 0.000000000000000000e+00
1.522400930896788296e+00 6.344764307346661969e-01 0.000000000000000000e+00
1.117161604753956761e+00 -6.899269531310653347e-02 0.000000000000000000e+00
3.808778420041286639e-01 6.406352537045171269e-01 0.000000000000000000e+00
2.519542499561185256e+00 6.006497425186585470e-01 0.000000000000000000e+00
5.639166320529334087e-01 3.449096173090702155e-01 0.000000000000000000e+00
-6.148989947452976335e-01 7.566583833998797859e-01 0.000000000000000000e+00
-1.215705920631457992e+00 -4.981208755068931016e-01 0.000000000000000000e+00
1.641418596734644852e+00 2.771175394696352989e-01 0.000000000000000000e+00
3.079953896008353897e-01 9.332577080198708463e-01 0.000000000000000000e+00
1.828390077771643307e+00 6.497209271169764877e-01 0.000000000000000000e+00
2.047321052087363036e+00 1.557539994459586685e+00 0.000000000000000000e+00
-1.764526558423590075e+00 -2.264752550006987608e+00 0.000000000000000000e+00
1.764739609251498864e+00 -1.032351353564782137e+00 0.000000000000000000e+00
1.696888448856998188e+00 -5.167087332649175080e-01 0.000000000000000000e+00
1.214462348435358496e+00 1.919329569056346996e+00 0.000000000000000000e+00
-6.143651785231023510e-01 -1.477333564722612902e+00 0.000000000000000000e+00
4.483894073752938692e-01 6.701698285709634106e-01 0.000000000000000000e+00
-3.004483654337847254e-01 9.861747312162563173e-01 0.000000000000000000e+00
1.689702352270138652e+00 1.377251819180004055e+00 0.000000000000000000e+00
2.026450342792752046e+00 -2.082669557893393475e-01 0.000000000000000000e+00
9.701545162429263680e-01 1.324149444316310154e-01 0.000000000000000000e+00
1.919416512239880301e+00 1.428610116290903453e-01 0.000000000000000000e+00
4.606031603010866116e-01 -5.020470432970096653e-01 0.000000000000000000e+00
1.387887268533927188e+00 1.219723991565109911e+00 0.000000000000000000e+00
2.428880384555316851e+00 4.042359639225973078e-01 0.000000000000000000e+00
